BCU_name,urban_withdrawal,rural_withdrawal,manufacturing_withdrawal
AFG_1,20.93008083879851,56.26551334593852,0
IND_10,600.3016601709422,898.80021856255,0
IND_13,0.0,1.0295794898672843,0
IND_14,0.0,5.642030107121623,0
PAK_16,2156.8132980120404,15.349924562130523,0
PAK_17,356.286320681125,293.634912716687,0
AFG_2,536.6335475824931,159.0345713336724,0
PAK_20,653.5708918675881,162.2423890676984,0
PAK_21,386.77386582981393,437.2034235798727,0
PAK_22,1370.7522510634963,148.6871236708692,0
PAK_23,146.533462678386,101.10751537810418,0
PAK_24,97.10978118864406,338.7301898932907,0
PAK_25,19.568116120843943,557.3621149806544,0
PAK_26,443.986011132437,912.2840279229188,0
PAK_27,588.781372270703,232.86156567078058,0
PAK_28,159.8689669553136,270.9899250949631,0
PAK_29,0.0,11.031120318800676,0
PAK_30,0.0,9.503035903472048,0
CHN_4,0.0,0.6155298534778026,0
CHN_5,0.0,0.6674528034385011,0
CHN_6,0.0,0.3141060353401691,0
IND_7,234.97037947901993,168.61295963719743,0
IND_8,173.2761818881656,221.33373469627813,0
IND_9,101.98594192346584,115.3801089165868,0
